sector,indicator,country,year,variable,value,unit,label
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2012,CTI scenario,88.54141224225553,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2013,CTI scenario,92.56095113449072,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2014,CTI scenario,96.77950783582459,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2015,CTI scenario,101.2071843094223,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2016,CTI scenario,109.70681870152187,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2017,CTI scenario,118.92027380993038,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2018,CTI scenario,128.9074980973141,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2019,CTI scenario,139.73347464931103,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2020,CTI scenario,151.46864399485608,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2021,CTI scenario,164.13028510541798,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2022,CTI scenario,177.8503443240743,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2023,CTI scenario,192.7172974559566,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2024,CTI scenario,208.82701621905304,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2025,CTI scenario,226.28338648698073,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2026,CTI scenario,243.46301559152454,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2027,CTI scenario,261.9469368968865,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2028,CTI scenario,281.83417338748393,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2029,CTI scenario,303.2312659577828,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),IN,2030,CTI scenario,326.25284417848775,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2005,CTI scenario,1109.8846936426005,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2010,CTI scenario,1195.5131363907908,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2011,CTI scenario,1242.3965764487548,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2012,CTI scenario,1288.2214898144416,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2013,CTI scenario,1333.0233251760035,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2014,CTI scenario,1376.835965854747,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2015,CTI scenario,1419.691815267303,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2016,CTI scenario,1457.753241895881,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2017,CTI scenario,1494.9070224247503,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2018,CTI scenario,1531.1675484009838,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2019,CTI scenario,1566.5490138547902,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2020,CTI scenario,1601.0654178152317,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2021,CTI scenario,1655.990921414389,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2022,CTI scenario,1709.840816926528,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2023,CTI scenario,1762.6296515000918,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2024,CTI scenario,1814.371800672516,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2025,CTI scenario,1865.081470254343,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2026,CTI scenario,1943.3029447668412,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2027,CTI scenario,2020.2785470223762,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2028,CTI scenario,2096.022330969432,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2029,CTI scenario,2170.5482115219547,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),MX,2030,CTI scenario,2243.8699658420733,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2005,CTI scenario,3764.510611468529,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2010,CTI scenario,4088.395679537011,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2011,CTI scenario,4143.624256590683,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2012,CTI scenario,4199.856781424394,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2013,CTI scenario,4257.109782204038,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2014,CTI scenario,4315.400129855619,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2015,CTI scenario,4374.745043168293,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2016,CTI scenario,4461.435613102721,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2017,CTI scenario,4549.844055699761,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2018,CTI scenario,4640.0044125684035,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2019,CTI scenario,4731.951399891007,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2020,CTI scenario,4825.720421790732,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2021,CTI scenario,4905.100662286901,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2022,CTI scenario,4985.786660686653,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2023,CTI scenario,5067.799895933512,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2024,CTI scenario,5151.162200286897,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2025,CTI scenario,5235.895765133951,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2026,CTI scenario,5324.557706603649,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2027,CTI scenario,5414.721003374863,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2028,CTI scenario,5506.411078619071,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2029,CTI scenario,5599.653786010541,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),US,2030,CTI scenario,5694.475417016238,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2005,CTI scenario,328.12508401124813,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2010,CTI scenario,491.7002657146082,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2011,CTI scenario,541.1083746077826,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2012,CTI scenario,563.4659902269733,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2013,CTI scenario,536.8427723555494,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2014,CTI scenario,537.6952302793619,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2015,CTI scenario,577.0666573833807,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2016,CTI scenario,614.5641769985293,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2017,CTI scenario,649.958466843163,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2018,CTI scenario,686.3103720162032,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2019,CTI scenario,722.1466473286333,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2020,CTI scenario,757.478186369057,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2021,CTI scenario,797.3431543061598,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2022,CTI scenario,836.8372853322193,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2023,CTI scenario,875.9657299598895,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2024,CTI scenario,910.5375183313997,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2025,CTI scenario,948.7934261239917,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2026,CTI scenario,986.7015529366507,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2027,CTI scenario,1024.2666197781546,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2028,CTI scenario,1061.4932625940594,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2029,CTI scenario,1098.3860341739467,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),BR,2030,CTI scenario,1137.4884427100633,pkm / cap,
Industry Cement,Cement activity: production per capita,CN,2005,CTI scenario,0.8168020905266168,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2010,CTI scenario,1.3936951603194228,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2011,CTI scenario,1.5368480753268352,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2012,CTI scenario,1.6083578048213618,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2013,CTI scenario,1.7718807082414183,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2014,CTI scenario,1.8115614402886104,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2015,CTI scenario,1.7121285372500037,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2016,CTI scenario,1.708131086981237,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2017,CTI scenario,1.77948441091084,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2018,CTI scenario,1.8145572508515648,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2019,CTI scenario,1.8363167956710729,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2020,CTI scenario,1.7535306265450663,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2021,CTI scenario,1.6582064681743904,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2022,CTI scenario,1.5544374969187134,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2023,CTI scenario,1.5343025869129412,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2024,CTI scenario,1.5106340373674834,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2025,CTI scenario,1.418251762092491,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2026,CTI scenario,1.324095452923803,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2027,CTI scenario,1.2312266227413908,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2028,CTI scenario,1.2012173585923331,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2029,CTI scenario,1.1718778439107802,t product / cap,
Industry Cement,Cement activity: production per capita,CN,2030,CTI scenario,1.157156678054581,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2005,CTI scenario,0.5610522876214947,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2010,CTI scenario,0.3850248014787373,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2011,CTI scenario,0.4033767758414177,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2012,CTI scenario,0.3504728774866834,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2013,CTI scenario,0.3333976856795016,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2014,CTI scenario,0.3337921338938423,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2015,CTI scenario,0.3345166896292585,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2016,CTI scenario,0.33505423609203216,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2017,CTI scenario,0.3346207979738983,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2018,CTI scenario,0.3353136228879876,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2019,CTI scenario,0.3398813494380661,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2020,CTI scenario,0.3404937360744578,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2021,CTI scenario,0.34103901789644625,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2022,CTI scenario,0.3415575811076059,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2023,CTI scenario,0.3427574157207069,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2024,CTI scenario,0.343988727462435,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2025,CTI scenario,0.3445029316252877,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2026,CTI scenario,0.34509741211942474,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2027,CTI scenario,0.3456725835949731,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2028,CTI scenario,0.3469605442814027,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2029,CTI scenario,0.34828174772138243,t product / cap,
Industry Cement,Cement activity: production per capita,EU,2030,CTI scenario,0.3493350875792649,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2005,CTI scenario,0.1243812733379355,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2010,CTI scenario,0.18350272004076387,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2011,CTI scenario,0.19376001085333194,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2012,CTI scenario,0.1961140326387171,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2013,CTI scenario,0.20068171686703976,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2014,CTI scenario,0.2094993050248546,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2015,CTI scenario,0.2099495922191733,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2016,CTI scenario,0.2116161672061941,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2017,CTI scenario,0.2128783682249836,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2018,CTI scenario,0.2249649367710429,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2019,CTI scenario,0.2374977048495459,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2020,CTI scenario,0.24475022901546084,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2021,CTI scenario,0.2521895639188529,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2022,CTI scenario,0.26961757457144025,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2023,CTI scenario,0.29298039957461725,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2024,CTI scenario,0.3170906954762089,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2025,CTI scenario,0.32152251872098725,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2026,CTI scenario,0.325771199043324,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2027,CTI scenario,0.34048443585318955,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2028,CTI scenario,0.3656634228823872,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2029,CTI scenario,0.3914753642956579,t product / cap,
Industry Cement,Cement activity: production per capita,IN,2030,CTI scenario,0.4012819062209901,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2005,CTI scenario,0.3380789602193757,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2010,CTI scenario,0.304171111679289,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2011,CTI scenario,0.3085424420175538,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2012,CTI scenario,0.3259998448850857,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2013,CTI scenario,0.3088970882721362,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2014,CTI scenario,0.31214447637426995,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2015,CTI scenario,0.3318246605486234,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2016,CTI scenario,0.33351823132495395,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2017,CTI scenario,0.33775802324531473,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2018,CTI scenario,0.3417349027938635,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2019,CTI scenario,0.3456765887580028,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2020,CTI scenario,0.346832981444652,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2021,CTI scenario,0.3485013057902111,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2022,CTI scenario,0.34992447281414696,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2023,CTI scenario,0.35390765150255393,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2024,CTI scenario,0.3575524805572274,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2025,CTI scenario,0.3576506509652971,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2026,CTI scenario,0.35829523822465403,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2027,CTI scenario,0.35863070827009635,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2028,CTI scenario,0.3623154567034431,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2029,CTI scenario,0.3655584381103842,t product / cap,
Industry Cement,Cement activity: production per capita,MX,2030,CTI scenario,0.3686267703463774,t product / cap,
Industry Cement,Cement activity: production per capita,US,2005,CTI scenario,0.31240643774825183,t product / cap,
Industry Cement,Cement activity: production per capita,US,2010,CTI scenario,0.21153460476931746,t product / cap,
Industry Cement,Cement activity: production per capita,US,2011,CTI scenario,0.214456720170302,t product / cap,
Industry Cement,Cement activity: production per capita,US,2012,CTI scenario,0.2323759382002225,t product / cap,
Industry Cement,Cement activity: production per capita,US,2013,CTI scenario,0.2382018558598901,t product / cap,
Industry Cement,Cement activity: production per capita,US,2014,CTI scenario,0.2548934292423864,t product / cap,
Industry Cement,Cement activity: production per capita,US,2015,CTI scenario,0.2563254506366793,t product / cap,
Industry Cement,Cement activity: production per capita,US,2016,CTI scenario,0.25567609411515196,t product / cap,
Industry Cement,Cement activity: production per capita,US,2017,CTI scenario,0.25606947249695194,t product / cap,
Industry Cement,Cement activity: production per capita,US,2018,CTI scenario,0.25630572295854065,t product / cap,
Industry Cement,Cement activity: production per capita,US,2019,CTI scenario,0.25657649357099216,t product / cap,
Industry Cement,Cement activity: production per capita,US,2020,CTI scenario,0.2564074630397276,t product / cap,
Industry Cement,Cement activity: production per capita,US,2021,CTI scenario,0.2563953093604648,t product / cap,
Industry Cement,Cement activity: production per capita,US,2022,CTI scenario,0.25635312130759674,t product / cap,
Industry Cement,Cement activity: production per capita,US,2023,CTI scenario,0.2567323973076893,t product / cap,
Industry Cement,Cement activity: production per capita,US,2024,CTI scenario,0.25702021523631946,t product / cap,
Industry Cement,Cement activity: production per capita,US,2025,CTI scenario,0.2563991506877669,t product / cap,
Industry Cement,Cement activity: production per capita,US,2026,CTI scenario,0.2561036302546249,t product / cap,
Industry Cement,Cement activity: production per capita,US,2027,CTI scenario,0.2557429629759598,t product / cap,
Industry Cement,Cement activity: production per capita,US,2028,CTI scenario,0.2562924884914612,t product / cap,
Industry Cement,Cement activity: production per capita,US,2029,CTI scenario,0.2566437962775539,t product / cap,
Industry Cement,Cement activity: production per capita,US,2030,CTI scenario,0.256632509870357,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2005,CTI scenario,0.20810594288848144,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2010,CTI scenario,0.30324807895519784,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2011,CTI scenario,0.3237020202020202,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2012,CTI scenario,0.3431870324189526,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2013,CTI scenario,0.34762217326732675,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2014,CTI scenario,0.3490706225490196,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2015,CTI scenario,0.3706319016305925,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2016,CTI scenario,0.3869498899124991,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2017,CTI scenario,0.4006813904091761,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2018,CTI scenario,0.416584164277582,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2019,CTI scenario,0.43229102539559056,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2020,CTI scenario,0.4478056965103017,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2021,CTI scenario,0.4672094447022102,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2022,CTI scenario,0.4864451794888102,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2023,CTI scenario,0.5055151190407883,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2024,CTI scenario,0.5194229157780426,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2025,CTI scenario,0.5381168072503212,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2026,CTI scenario,0.5566524061966127,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2027,CTI scenario,0.5750317561753676,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2028,CTI scenario,0.5932568653427046,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2029,CTI scenario,0.6113297072207957,t product / cap,
Industry Cement,Cement activity: production per capita,BR,2030,CTI scenario,0.6318891778134287,t product / cap,
Waste,Waste generation (per capita),CN,2005,CTI scenario,0.2881246561804535,t waste / cap,
Waste,Waste generation (per capita),CN,2010,CTI scenario,0.3280436604885967,t waste / cap,
Waste,Waste generation (per capita),CN,2011,CTI scenario,0.3362486181228766,t waste / cap,
Waste,Waste generation (per capita),CN,2012,CTI scenario,0.3438790676828411,t waste / cap,
Waste,Waste generation (per capita),CN,2013,CTI scenario,0.3510167543527857,t waste / cap,
Waste,Waste generation (per capita),CN,2014,CTI scenario,0.35772642857034914,t waste / cap,
Waste,Waste generation (per capita),CN,2015,CTI scenario,0.3640603375561495,t waste / cap,
Waste,Waste generation (per capita),CN,2016,CTI scenario,0.3711574538643428,t waste / cap,
Waste,Waste generation (per capita),CN,2017,CTI scenario,0.3783929237768594,t waste / cap,
Waste,Waste generation (per capita),CN,2018,CTI scenario,0.3857694444060191,t waste / cap,
Waste,Waste generation (per capita),CN,2019,CTI scenario,0.3932897654425681,t waste / cap,
Waste,Waste generation (per capita),CN,2020,CTI scenario,0.4009566901806616,t waste / cap,
Waste,Waste generation (per capita),CN,2021,CTI scenario,0.4069642439413016,t waste / cap,
Waste,Waste generation (per capita),CN,2022,CTI scenario,0.4130618091746784,t waste / cap,
Waste,Waste generation (per capita),CN,2023,CTI scenario,0.4192507345271047,t waste / cap,
Waste,Waste generation (per capita),CN,2024,CTI scenario,0.4255323888517262,t waste / cap,
Waste,Waste generation (per capita),CN,2025,CTI scenario,0.431908161511283,t waste / cap,
Waste,Waste generation (per capita),CN,2026,CTI scenario,0.4367140209227896,t waste / cap,
Waste,Waste generation (per capita),CN,2027,CTI scenario,0.4415733553244474,t waste / cap,
Waste,Waste generation (per capita),CN,2028,CTI scenario,0.44648675973461416,t waste / cap,
Waste,Waste generation (per capita),CN,2029,CTI scenario,0.4514548357924398,t waste / cap,
Waste,Waste generation (per capita),CN,2030,CTI scenario,0.4564781918315374,t waste / cap,
Waste,Waste generation (per capita),EU,2005,CTI scenario,0.4669484822491515,t waste / cap,
Waste,Waste generation (per capita),EU,2010,CTI scenario,0.4706199505979953,t waste / cap,
Waste,Waste generation (per capita),EU,2011,CTI scenario,0.4721375545809675,t waste / cap,
Waste,Waste generation (per capita),EU,2012,CTI scenario,0.4736316908359193,t waste / cap,
Waste,Waste generation (per capita),EU,2013,CTI scenario,0.4751029975442258,t waste / cap,
Waste,Waste generation (per capita),EU,2014,CTI scenario,0.4765520870009429,t waste / cap,
Waste,Waste generation (per capita),EU,2015,CTI scenario,0.47797954702353795,t waste / cap,
Waste,Waste generation (per capita),EU,2016,CTI scenario,0.4799991041759898,t waste / cap,
Waste,Waste generation (per capita),EU,2017,CTI scenario,0.4820271943527469,t waste / cap,
Waste,Waste generation (per capita),EU,2018,CTI scenario,0.4840638536075069,t waste / cap,
Waste,Waste generation (per capita),EU,2019,CTI scenario,0.48610911814630203,t waste / cap,
Waste,Waste generation (per capita),EU,2020,CTI scenario,0.4881630243281414,t waste / cap,
Waste,Waste generation (per capita),EU,2021,CTI scenario,0.4900191327388746,t waste / cap,
Waste,Waste generation (per capita),EU,2022,CTI scenario,0.4918822985018869,t waste / cap,
Waste,Waste generation (per capita),EU,2023,CTI scenario,0.49375254845086,t waste / cap,
Waste,Waste generation (per capita),EU,2024,CTI scenario,0.4956299095215019,t waste / cap,
Waste,Waste generation (per capita),EU,2025,CTI scenario,0.4975144087519382,t waste / cap,
Waste,Waste generation (per capita),EU,2026,CTI scenario,0.4993584108739785,t waste / cap,
Waste,Waste generation (per capita),EU,2027,CTI scenario,0.5012092476600328,t waste / cap,
Waste,Waste generation (per capita),EU,2028,CTI scenario,0.5030669444423026,t waste / cap,
Waste,Waste generation (per capita),EU,2029,CTI scenario,0.5049315266468803,t waste / cap,
Waste,Waste generation (per capita),EU,2030,CTI scenario,0.5068030197940991,t waste / cap,
Waste,Waste generation (per capita),IN,2005,CTI scenario,0.2399285538074451,t waste / cap,
Waste,Waste generation (per capita),IN,2010,CTI scenario,0.26206549615174,t waste / cap,
Waste,Waste generation (per capita),IN,2011,CTI scenario,0.2661300533224515,t waste / cap,
Waste,Waste generation (per capita),IN,2012,CTI scenario,0.2699265700509194,t waste / cap,
Waste,Waste generation (per capita),IN,2013,CTI scenario,0.27348537685990953,t waste / cap,
Waste,Waste generation (per capita),IN,2014,CTI scenario,0.27683187527875924,t waste / cap,
Waste,Waste generation (per capita),IN,2015,CTI scenario,0.2799875690198895,t waste / cap,
Waste,Waste generation (per capita),IN,2016,CTI scenario,0.28398721722629355,t waste / cap,
Waste,Waste generation (per capita),IN,2017,CTI scenario,0.288044000775638,t waste / cap,
Waste,Waste generation (per capita),IN,2018,CTI scenario,0.2921587358515581,t waste / cap,
Waste,Waste generation (per capita),IN,2019,CTI scenario,0.2963322502969475,t waste / cap,
Waste,Waste generation (per capita),IN,2020,CTI scenario,0.3005653837805119,t waste / cap,
Waste,Waste generation (per capita),IN,2021,CTI scenario,0.3045057794697781,t waste / cap,
Waste,Waste generation (per capita),IN,2022,CTI scenario,0.3084978335303202,t waste / cap,
Waste,Waste generation (per capita),IN,2023,CTI scenario,0.3125422232005511,t waste / cap,
Waste,Waste generation (per capita),IN,2024,CTI scenario,0.31663963459744193,t waste / cap,
Waste,Waste generation (per capita),IN,2025,CTI scenario,0.32079076283292024,t waste / cap,
Waste,Waste generation (per capita),IN,2026,CTI scenario,0.3244620271095797,t waste / cap,
Waste,Waste generation (per capita),IN,2027,CTI scenario,0.3281753068771779,t waste / cap,
Waste,Waste generation (per capita),IN,2028,CTI scenario,0.331931082978647,t waste / cap,
Waste,Waste generation (per capita),IN,2029,CTI scenario,0.3357298417598878,t waste / cap,
Waste,Waste generation (per capita),IN,2030,CTI scenario,0.3395720751327469,t waste / cap,
Waste,Waste generation (per capita),MX,2005,CTI scenario,0.37948246335784375,t waste / cap,
Waste,Waste generation (per capita),MX,2010,CTI scenario,0.3814769952606121,t waste / cap,
Waste,Waste generation (per capita),MX,2011,CTI scenario,0.3840380001879731,t waste / cap,
Waste,Waste generation (per capita),MX,2012,CTI scenario,0.3864957871603923,t waste / cap,
Waste,Waste generation (per capita),MX,2013,CTI scenario,0.3888571070445783,t waste / cap,
Waste,Waste generation (per capita),MX,2014,CTI scenario,0.3911280860932036,t waste / cap,
Waste,Waste generation (per capita),MX,2015,CTI scenario,0.3933143009993475,t waste / cap,
